PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional),,
12293972;;BETHEL NEIGHBORHOOD CENTER;Kansas City;KS;;;;;;,,
12296584;;CHILDTIME-FOLSOM;Folsom;CA;;;;;;,,
12299275;;UNIVERSITY DAY CARE;Auburn;AL;;;;;;,,
12299756;;FAIRVIEW CHURCH OF GOD DC;Falkville;AL;;;;;;,,
12301036;;BEACON LEARNING CENTER;Phoenix;AZ;;;;;;,,
12301476;;THURGOOD MARSHALL CHLD DEV CTR;Washington;DC;;;;;;,,
12301701;Independent Center;EDUCATIONAL PLAYCARE-CHESHIRE;Cheshire;CT;;;;;;,,
12301892;;NORTH HAVEN CHILD DEV CTR;North Haven;CT;;;;;;,,
12302016;;ABC OWLS DAY CARE;Kissimmee;FL;;;;;;,,
12303046;;BABY GATOR CDC-DIAMOND;Gainesville;FL;;;;;;,,
12304832;;HOPE EFFECT DAY SCHOOL DC;Tampa;FL;;;;;;,,
12313924;Church/Synagogue;FIRST CHURCH EARLY ENRICH CTR;Fresno;CA;;;;;;,,
12323321;;CLINTONVILLE CRC KIDS CLUB;Columbus;OH;;;;;;,,
12326593;;DISCOVERY POINT CC #65;Duluth;GA;;;;;;,,
12326866;;TRANSFORMATIONAL EEC;Mc Lean;VA;;;;;;,,
12329741;Montessori;EXCELLED MONTESSORI PLUS;Boerne;TX;;;;;;,,
12330439;;ARMENTA'S EC DEV;Houston;TX;;;;;;,,
12331110;;KENNEDY CHILDRENS CTR BRONX;Bronx;NY;;;;;;,,
12335207;;CORNERSTONE CHRN EARLY EDU 2;Vancouver;WA;;;;;;,,
12338833;;LEARNING EXP-BRIDGEWATER;Bound Brook;NJ;;;;;;,,
12339057;;HUDSON SPROUTS CCC;Jersey City;NJ;;;;;;,,
12340068;;ACADEMY HOUSE CCC IV;Jersey City;NJ;;;;;;,,
12341828;;GARDNER SCH-MINNETONKA;Minnetonka;MN;;;;;;,,
12342755;;SECOND HOME CHILD DEV CTR;Warren;MI;;;;;;,,
12343503;;GDN CITY CHILD DEV CTR;Garden City;MI;;;;;;,,
12344600;;WELLINGTON STUDENT CARE CCC;Belmont;MA;;;;;;,,
12350958;;MEANINGFUL BEGINNINGS CCC;San Francisco;CA;;;;;;,,
12353118;;KIDS KARE CCC-RIVER PARK;Fresno;CA;;;;;;,,
12353120;;KIDS KARE CCC-CENTRAL WEST;Fresno;CA;;;;;;,,
12355659;;TOTSPOT PRESCHOOL TOO;Chandler;AZ;;;;;;,,
12355685;;LEARNING EXP-PALM VALLEY;Deerfield Bch;FL;;;;;;,,
12359370;;SANCTUARY ON 8TH STREET CCC;Jacksonville;FL;;;;;;,,
12360757;;ABOVE AND BEYOND CHRN CCC;Hanover;PA;;;;;;,,
12369739;;EDUCATIONAL PLAYCARE-SIMSBURY;Simsbury;CT;;;;;;,,
12369753;Independent Center;EDUCATIONAL PLAYCARE-WINSOR W;Windsor;CT;;;;;;,,
12369789;Independent Center;EDUCATIONAL PLAYCARE-GLASTONBU;Glastonbury;CT;;;;;;,,
12370130;;LEAH'S CREATIVE LEARNING CTR;Cleveland;OH;;;;;;,,
12382896;;LEARNING EXP-WETHERSFIELD;Wethersfield;CT;;;;;;,,
12461844;;LEARNING EXP-WESLEY CHAPEL;Wesley Chapel;FL;;;;;;,,
12742210;;KLAMATH EC DEV CENTER KECDC;Klamath Falls;OR;;;;;;,,
12850398;;HOPE PRESCHOOL;Ashburn;VA;;;;;;,,
